7250,6100,7904,1355,8043,5983,6745,9749,9,10109,5338,5441,6020,7157,9251,7085,9213,5761,2978,5202,4311,11239,5194,1763,3244,11772,8407,11728,8364,10880,2812,8662,7723,175,10568,5500,11899,716,6599,1245,583,5682,11455,10619,6345,5866,6517,5437,11435,98,3555,4552,5313,11284,3999,3278,1001,4231,9628,4964,571,9642,1443,3779,3659,9796,8659,4471,7928,9049,4546,5977,8250,3954,5932,6819,4512,7921,3594,10787,9516,10832,6801,7014,3215,1322,5603,6586,2296,7170,5866,6973,3531,6510,5374,11670,1153,7528,1885,1691
3643,4737,4949,10845,434,3252,6704,11559,7998,7859,1238,2917,10380,5889,6336,2282,7352,11268,4209,6302,11254,7056,3677,4517,5092,5695,1153,916,9886,9717,5345,323,7311,8299,5694,5923,4976,8897,6809,6618,1839,9964,11365,10368,2098,2120,11224,8309,6063,10944,10854,5363,7228,11570,1788,10174,2576,3903,5569,8596,10343,7038,8992,5630,7093,4383,11106,7255,10216,6625,4351,5072,7911,6802,313,5281,10624,6665,5943,4891,10502,8089,7123,2876,8137,8607,5984,3461,5401,5348,1749,4858,7300,482,2045,8359,9624,1947,4679,2535
4603,975,8012,8842,9487,4134,6899,3881,3695,2338,2884,4925,9482,10569,6575,10932,9204,11871,8649,4860,2526,7986,9403,341,993,11301,1255,8860,2472,2760,4920,11626,4728,2477,870,9083,7522,4813,11956,6071,6699,10671,2190,11900,7209,5452,7461,6075,4569,6664,8725,1472,7534,4421,9384,1854,2631,6551,4791,9723,9531,2406,660,1694,6261,7290,4915,7198,4324,8650,932,3165,2697,1857,2944,8941,4436,10667,5260,272,10476,6124,2316,2239,8276,4945,4580,9536,3024,10144,6130,5217,3757,11183,9628,6688,6847,327,6127,5192
8454,745,300,568,3390,3,6379,7975,5885,8698,3011,6287,5905,8389,4397,3114,3637,3405,7178,3836,7621,10916,6073,773,4113,8722,9098,3848,2058,2774,5008,9234,2537,66,9864,30,5628,5389,8468,9591,10747,6986,10260,7406,2915,1189,11547,852,4639,7483,379,8309,10716,5291,5647,11797,3174,3043,11527,4769,3828,1494,9887,6082,10225,2712,10387,6056,11391,5211,4237,11499,1799,8318,7465,8578,3341,4314,10487,10868,3458,10988,9603,8018,480,7460,10513,746,5520,3693,10090,7449,1095,83,3340,1449,5341,6886,525,11125
6814,8275,2286,9328,1017,1823,661,11865,10271,10723,929,1577,6026,1232,1838,10048,4813,9297,11157,3784,4624,1356,11755,11579,4628,8265,2032,9643,9992,1464,11286,11531,1834,11281,11458,3083,2436,8987,3891,2377,11773,10986,3327,10941,1453,3222,1665,3823,1784,6385,7393,10214,746,4305,9561,3573,2009,8203,11108,10958,459,6496,7374,6234,5604,10189,2693,7167,8359,4306,3812,4367,9759,6919,5827,4367,7970,6791,6491,8097,5208,4951,1036,8050,3812,6185,5377,9086,7099,3871,11495,3744,10265,11359,10743,4787,7830,6242,5764,8663
8539,4442,7771,4451,7756,2371,6800,10201,5127,3428,7296,11319,5624,8322,4535,2953,3845,4712,1025,2483,7923,9660,6116,2538,5165,5909,9176,5435,1715,11605,1794,8401,10553,1110,2297,11165,1879,3648,3673,1408,7726,6232,1846,685,7875,8711,864,11509,1217,5585,3295,4180,1257,5416,2301,4294,1142,7640,6964,2051,11941,8605,8702,10412,9195,3114,9405,11682,11197,3990,4019,3975,5052,8308,7453,5593,3741,2548,4266,283,5313,5479,6124,2935,1982,624,9387,5400,10160,7157,8105,6133,2437,570,7127,5980,87,2618,680,1744
5345,10818,4988,8744,6910,2783,17,11438,9882,4078,108,6411,2838,5842,6606,2903,2865,2951,11313,2627,341,11280,10790,10363,2448,8962,6129,119,240,956,5625,7177,11004,10985,8732,864,8804,1016,4712,7099,6528,8632,9172,4112,9768,6088,7189,9861,2239,4209,3844,7707,3012,315,5791,5643,7533,6132,7528,4338,11437,5065,9876,267,910,5464,7208,9103,9000,8669,941,3272,3889,10657,5779,4172,9904,4715,4387,10795,7207,11455,2755,9768,3727,10400,11777,1969,7202,5609,1294,5034,2059,1608,2371,2609,1435,6747,7007,7978
10676,4464,11447,7730,5865,676,8118,2834,8378,47,7371,10305,3025,5512,11585,857,7307,11334,11283,1499,209,9308,4642,936,6717,9377,5201,591,3887,7381,4563,9083,4000,4058,6561,4832,8125,7873,9406,9609,4706,1597,4230,11089,9735,2819,5701,3266,11359,11327,10257,10725,9870,950,4532,9626,6322,7387,11363,4307,10500,9595,462,1227,8307,11703,7142,2221,4338,2861,3750,10681,8095,497,9284,7772,6521,4789,8733,10744,6943,1314,6223,10497,7220,8481,4673,11016,1601,6191,624,10886,11970,10825,2313,5419,3790,4305,2969,4353
7025,3201,1042,2605,2565,416,9250,466,2204,3505,6673,9197,9533,9299,2681,800,1406,7940,9140,10120,6089,5542,7375,9162,8698,1785,5301,9154,4072,11610,1650,1171,5185,3467,8568,9850,2408,6327,1092,9835,11660,10687,1799,3405,10839,5322,2093,335,5601,7026,9544,9169,1932,4234,10314,10540,3172,2829,5854,3856,715,7765,5842,6835,3538,4995,4360,8515,6436,1991,3407,10441,3965,292,1218,1008,5099,4509,8921,1530,2865,3566,4075,9531,8407,3659,7645,4700,6400,9805,6387,4924,1478,8267,1461,11953,9254,537,730,1522
6225,6897,3204,8238,9960,8195,9739,10246,1732,10192,11487,292,1948,10908,7550,8937,8977,3480,9930,3386,369,6209,3034,4627,699,3737,11508,986,451,9874,9399,9856,10983,7858,9531,570,8617,2356,3082,6322,408,6749,2487,6231,1859,11110,2055,9630,2132,9458,4447,5576,8742,4193,4365,2499,6088,7243,7065,2054,11810,9069,476,9604,3766,7939,5802,4076,2278,5509,10461,10425,8200,5349,9684,8145,10032,6047,10437,6489,3055,10295,8003,7987,8129,6593,4024,5469,9971,1430,831,6442,5183,8897,11958,9021,11072,7090,10633,8586
1302,11978,8288,6415,9694,1597,6620,9576,9610,4195,8472,5106,10489,4195,8722,10866,9888,5668,8706,1926,9217,754,3235,6625,3367,10286,7409,9921,5011,8945,8665,1136,843,1773,3624,7598,3357,1599,1904,2653,11232,5040,1716,1706,9592,2610,3906,3420,1841,806,1058,7322,2960,684,8989,10267,11033,10819,4437,1317,7503,8657,4008,7602,8568,4126,11439,2532,229,6454,7635,9422,6119,9273,10724,8386,2070,5978,7045,8874,8465,8116,2662,1581,8500,1652,7010,4271,3430,6330,4784,3957,10808,133,1617,9093,9935,11955,6593,8264
11601,4195,8599,10427,2049,7677,7871,6883,5893,7479,8013,5831,6072,9805,360,333,4140,351,4495,9820,1497,11622,9111,8941,6768,6450,6914,4160,257,4476,10818,7330,2580,8720,8240,3339,6578,8088,5927,4393,3720,4071,6806,3950,6412,5153,4667,11732,6035,10987,7598,11738,6888,3421,4891,8317,8285,7151,6553,1058,8408,7163,4188,2400,8490,5357,9375,10409,1892,965,1542,2140,11701,6977,11948,4945,1721,6957,8647,3103,6805,9630,392,2252,3740,11632,11728,3762,9961,712,2403,10985,5997,4559,11053,9226,5592,656,9011,4983
8098,7350,8219,11006,8609,11080,7617,10011,1248,961,7938,7449,8078,1024,5166,6389,5425,3880,811,10353,11102,1947,3177,3706,11640,1922,7672,11892,10426,5218,6546,5892,3136,8882,9691,6696,6576,6027,2258,5785,8295,10170,8961,4908,10779,9671,11103,9254,191,24,9019,10412,6308,8476,10613,10190,5433,10628,5282,8234,5848,2576,8176,856,4465,11380,10397,8069,3850,1951,9989,5156,4227,9369,5103,7655,8447,7110,10731,10587,6694,8938,10133,5930,2987,10780,11471,1471,215,1218,11832,10677,2928,8093,606,7487,10476,6571,3555,1407
1016,1836,5122,7724,8149,9600,5653,2687,4646,9844,10046,5753,6517,2404,7276,3917,4307,4881,381,6965,2527,4382,1910,11560,7768,7941,2054,8360,4335,9720,1076,26,477,10644,2590,11165,4942,10595,1201,6448,6475,8842,8175,6487,2360,1222,1853,9716,5741,718,2607,1632,11204,6005,9128,6978,1805,9580,3752,6632,8318,4043,2943,1417,8824,108,1272,10219,10590,4018,8537,4470,1141,6919,7594,2281,7123,652,3624,8108,9779,11751,9384,3753,11130,5916,8418,9748,3194,10488,151,3083,11869,4598,1588,4100,3701,5547,2888,10393
6425,11369,4460,11496,648,2755,7893,3077,8629,6512,7632,1499,9632,3803,8597,448,1198,6718,5755,6413,11345,10762,2362,170,3488,327,4996,4775,6948,537,8772,6311,4400,7361,10296,4119,2961,10471,4789,7069,3587,4669,7524,9160,3499,6136,6737,7690,6122,757,8770,5655,7194,8870,8994,1065,6269,641,8380,3772,10070,11583,2998,4097,4220,7020,11204,421,11508,8128,1399,5450,11209,8288,9043,1679,7957,1435,64,9580,4791,3741,9800,6553,5235,5320,9220,10268,6491,11145,615,9500,5362,1587,9657,1247,2394,11664,4773,3842
6456,1021,306,2190,2852,2671,11641,3862,4835,6751,687,7479,7944,5402,7494,4332,7960,2954,5092,4772,1749,8867,126,2242,1947,5726,1090,10980,3862,6256,7813,8538,4474,3251,10972,9918,757,5891,3651,6849,11378,6438,2018,6472,1001,372,1155,1998,5612,7914,156,10388,10359,134,6928,7902,3,10468,11399,1568,1454,2144,57,5584,3034,8605,5270,6765,620,8801,8901,4643,7227,8203,2315,120,8967,5700,4087,1973,8887,4140,4972,6720,8958,1040,11849,10188,4145,831,5893,3480,8721,9918,11763,6542,2617,704,7465,2101
5272,6239,443,6258,7234,8829,9572,5408,3022,7831,3642,208,604,2625,6868,10467,1167,11978,11195,1802,1821,1255,5071,4277,4074,11711,3494,1986,2403,7842,8595,5504,11021,787,2571,10044,4933,9102,1139,11505,4522,5935,6578,1640,4634,4198,3580,2763,4860,9350,10408,9709,8835,11763,9386,3473,4974,5264,2723,10114,7754,6533,7865,5515,852,896,8323,794,5437,1141,110,5140,10038,3346,6534,10379,3976,918,1483,9069,11622,4785,9271,9645,5591,9018,11284,2731,10107,10616,7325,10246,8396,3169,9760,16,4099,6682,6488,11845
9714,1212,1837,8637,9452,7414,10244,1416,9232,5850,3202,11521,2091,3693,6181,2404,9712,1737,1407,3210,4263,5134,4544,4677,4637,7681,10665,7933,7371,11266,9557,6031,3034,11206,7452,36,138,4572,83,5218,252,3365,11191,5786,10482,2025,11431,3258,852,4813,3470,8814,1070,4017,6524,3498,2212,8290,9724,10608,2664,5920,10783,6281,10092,11147,8798,657,2678,9293,1199,3828,1168,8860,10707,4984,7376,9409,1450,11887,5429,10153,5385,11380,8991,2067,8505,8164,10380,2526,8193,4549,3256,5252,11141,2396,2813,3085,1398,4076
104,8151,3692,5157,2565,866,5405,7761,11912,4423,7629,8181,10002,8252,1364,7287,3341,7634,8022,4954,7069,4895,5820,3417,11834,6893,10823,5970,5192,5983,8240,9489,6501,1051,1926,7740,6379,10361,6998,9859,11568,5166,1274,5185,5558,11159,7,7126,11921,2809,11000,11586,10394,4873,908,4407,661,9682,5599,10329,10448,9023,10955,6102,7310,8169,2810,11806,1583,9668,11926,1867,2370,5569,5864,7834,3542,7699,9212,934,9471,939,7019,643,3680,561,8235,4151,9128,10550,11577,10354,7960,2496,4485,9701,856,5731,5066,11214
994,7309,2913,8198,2769,9944,11192,9140,674,11684,1050,4058,1044,1147,4809,9778,7004,6651,4517,208,8062,10671,4905,9787,9526,10057,6935,286,621,11609,9738,6192,11480,7882,9693,1899,2977,7515,11403,9981,3343,10293,1418,2298,11839,10682,11954,6557,6061,5213,238,10353,3447,5462,7091,10088,6806,4671,1685,6156,8818,554,5889,4251,7143,2868,11473,10166,5068,3388,6095,10210,5855,9532,7906,5509,10892,5755,9246,2322,6112,11155,7478,3248,2316,6961,5200,7129,7816,424,7360,693,2365,4999,2073,6820,10506,9039,5605,8747
2126,5898,1575,11332,5057,10309,2641,3423,4988,4202,2802,3510,11470,3784,3221,3139,2815,2440,7361,3662,6746,8507,6062,1250,1453,3169,147,3803,4535,6573,2747,1703,9877,9508,11734,11345,1484,6491,1751,6329,2114,3434,1164,10857,7722,4157,2594,9752,8649,9233,1796,7226,876,10038,7640,3626,6152,10331,8146,9181,2699,55,10083,3037,2807,2400,10615,4616,9984,8215,11439,1704,4090,8811,7673,9680,10146,5461,10011,7126,5076,8939,7547,2647,8843,4150,2624,3571,8252,5572,6942,2437,9680,177,6703,3738,10720,6013,9617,11271
8160,2137,5654,9483,11311,10829,4223,8138,9513,4101,5344,6777,3121,6747,8494,8579,13,11134,1035,6969,8565,332,1812,49,9077,10830,4213,1928,4518,6174,10103,5012,3075,5071,4315,10723,2502,3338,6822,1681,10109,2421,7732,5331,5692,10835,5797,7079,2350,9925,10466,4637,6899,4325,9532,3014,7586,10352,7000,2633,1860,6197,4343,9207,2281,7069,9479,8425,44,11063,4033,11626,911,7251,9071,10071,2272,2695,1842,1678,7859,4454,312,4404,3208,8379,4178,10191,2846,3418,952,8793,7523,9873,4656,8227,3679,9243,8093,9068
4013,8862,5699,4610,11420,1331,9744,8276,1603,9983,4662,5621,6783,3770,3544,5520,7677,5221,9599,1594,7303,8034,5471,9661,11868,3046,10334,702,8517,9167,4380,9650,3097,1346,1949,8732,4624,151,11776,9061,11068,2139,4681,630,1910,9875,7505,988,10743,7434,8352,2629,5199,6356,10095,3083,4555,10565,6323,9401,103,8864,5934,4661,2436,11907,9567,10254,10612,834,7778,6459,8265,4009,10526,2696,2652,4028,8447,520,3853,1945,5872,11344,4396,1315,9931,465,2141,1975,11610,3999,10576,6366,9813,876,4497,5373,4726,4318
4673,3206,7253,6047,7034,10207,9606,4669,5677,7001,1040,10758,6225,7542,776,8590,8782,11881,11081,725,8976,2448,4303,3192,5547,3106,10703,4982,7710,10194,5619,4605,2532,3129,2015,1170,7652,7742,2730,8802,1269,2242,4491,9236,7223,7352,2969,11531,4326,8547,2000,2706,5790,10806,580,8403,11798,9486,11825,7123,6431,11837,4826,2313,6038,9703,9838,10778,8826,8343,9507,8343,1192,1054,7520,11256,8842,7066,82,9701,9480,9810,6603,9410,9897,5529,9944,5950,3342,2322,523,3098,1418,8764,2782,6989,11355,9212,3477,8290
710,11223,9039,10479,359,5416,9111,2991,7117,7132,5816,1150,4941,3343,420,10156,7609,11586,7018,8488,9770,1645,6527,5507,11859,2993,5825,4720,4085,2347,7044,7361,4017,4996,8915,7968,9404,1293,8483,1504,9870,4163,4496,10498,5302,11675,6675,9332,6695,6688,9152,4520,11876,3758,9390,11623,8825,7958,4030,8116,9625,7683,3463,6079,6155,2594,1152,815,2354,752,2876,6935,2418,11166,9971,1943,6612,9512,2991,9652,6216,1932,4428,2414,2584,7089,5993,1266,3887,678,8516,204,7706,7288,8365,4252,6118,2664,10205,4556
114,1452,2752,8510,8105,3041,2766,2238,609,1009,4018,1842,11394,856,11376,4764,9551,5994,7429,3371,6150,4215,10933,4048,2323,3216,11925,11587,6907,4330,10679,7933,8482,7722,4258,2933,6715,7456,434,4845,2237,8929,10628,6155,10962,11748,9467,5509,7203,10242,5961,10776,10150,9443,4150,8159,6057,8137,2638,9599,1122,9026,7061,10518,5437,9530,6485,7408,8137,11869,354,3379,3039,2613,551,8774,335,10571,1818,1206,8111,8340,11569,5990,7164,11437,7823,2326,9273,4242,6996,9571,10731,5654,548,4679,4019,3794,4614,8780
1896,9288,7615,4268,6093,6024,6199,1779,11725,9254,6559,6905,3045,1442,1914,11671,2049,7357,10815,3947,4748,9555,9211,9172,1750,8216,2180,6622,9315,10261,6057,9337,9797,10239,2877,11134,4664,5251,10177,855,9419,8423,6438,1658,5731,7395,3398,3304,7690,2695,9406,8901,2478,11228,7181,10881,2115,11657,6996,226,1968,6816,8053,3193,11616,5678,9855,9634,7209,713,2834,6123,7506,1723,6492,6604,11798,3547,3839,8554,384,10021,5470,8210,2282,6684,4356,244,5754,6271,7699,2286,11597,8671,651,9286,4102,4407,11569,5950
3196,1662,3116,3141,1661,2611,7890,2951,7950,6223,6583,10623,11254,4081,4293,10696,4237,10773,9541,8284,3909,8599,2035,1948,162,8561,5266,2693,9277,5317,11088,9475,8365,3643,2633,5118,5508,797,10487,9061,3385,5351,7026,5449,2777,11970,7424,4387,11363,1968,7640,5510,3257,1357,7567,8166,9667,6928,8875,8627,3447,6905,8029,7854,2809,1645,5587,6244,5032,4093,4097,5325,10266,7887,6865,5920,7937,7637,1873,4348,672,3704,9333,799,5047,7538,3619,6798,886,7683,11398,8988,2263,7657,8633,9796,212,4802,5465,6389
4237,6741,7275,10260,1595,5551,781,9813,5061,8186,5672,3855,8049,9901,7332,6089,6358,11734,2898,3111,8629,11892,6866,9669,4771,7874,11074,3486,8967,11149,10616,2357,10845,1364,5445,11716,6772,3101,9359,2587,10905,7440,11481,9149,10235,6436,7867,6978,10460,1726,4576,10693,9040,4746,3495,9846,8034,2636,1783,3123,7940,5100,10331,901,2959,4042,667,5641,9036,5277,6415,8767,4564,3998,1604,3996,6488,8533,2024,4641,1717,7613,7155,1342,7531,2543,8301,3621,8140,266,6443,5996,10308,6176,9698,8098,8975,2224,7253,96
7706,4483,7242,11864,723,1758,10180,7344,8976,4834,2606,6683,4378,11341,1644,7536,10902,3390,10121,3555,10154,10600,5472,207,7533,9738,9539,8510,362,3167,10642,3767,11642,7474,11949,2092,9107,11591,6873,3156,7509,6119,8591,3769,1801,10055,3677,4718,4592,10511,5534,6465,11314,2913,11670,9420,7521,573,11280,11729,10176,6775,2842,10959,9391,8625,8587,8550,5483,9073,4237,746,7344,5763,9429,316,10385,9764,9779,10295,421,5302,5105,7336,1152,5202,11364,2180,9407,6500,3844,9105,8568,7911,11115,1011,2964,5231,6748,6031
6053,4185,7423,6413,1665,163,2109,7831,10689,1039,1995,3133,5570,1010,347,1946,6149,3118,1796,1865,2139,10746,1538,5599,3854,11497,6512,11635,8562,10698,8653,1182,3731,9590,1486,2595,7452,551,1851,1611,8825,7093,6367,3424,7858,5076,5328,2360,9141,10091,625,6660,11590,11746,9780,1536,9296,3040,5871,11463,11165,8360,5571,369,8775,3572,5095,7922,1735,11580,6032,9120,9620,11841,570,9847,5393,11331,9517,7059,8328,2432,6834,6795,11980,10162,6430,6251,8182,3856,2647,1342,1477,10580,3609,10663,11189,7657,3938,10447
8972,1106,4459,4454,8405,4516,10359,4068,5338,10879,3710,4918,7697,7257,2045,7914,5279,2698,10146,8856,1592,2722,7063,7905,128,420,4696,9051,2905,3419,1715,6903,11825,7220,2473,4461,11436,5598,10288,2385,8659,3693,8687,595,1092,10740,6428,9035,7157,888,11267,2138,2644,3129,5885,5970,9493,11319,9151,4830,7601,5048,10716,617,2181,8536,10294,10660,8714,5657,1663,6293,10091,1042,512,2801,4778,7160,5460,2101,7439,6620,11537,1341,4681,3514,9433,6334,693,5385,6250,2690,2970,1399,8037,3410,7338,7833,11150,1937
7193,5492,6461,6330,8244,982,3739,4744,9108,3397,5202,11309,8332,6089,6732,2239,4148,5521,6364,1143,6201,5732,2177,1249,3184,5416,11973,2478,5939,4695,1767,3624,5022,8095,6314,9137,2344,1275,7641,8564,3085,2237,7274,9744,1281,7266,11384,3180,2882,1293,7686,9393,6686,5201,7425,1841,9606,74,4263,10479,10779,4357,353,4434,5265,3197,5758,809,3548,5524,9852,11306,551,9149,7074,4733,6695,2585,9976,2995,4382,1765,7906,6651,9670,3091,9843,3013,1314,2964,129,6762,4062,5870,11865,10894,2929,2692,10796,10144
5968,10407,4786,9698,11146,6919,3058,4835,6240,6967,6664,9485,685,3887,11094,11941,290,9070,4440,3123,10905,9659,4157,8232,771,5880,994,766,10619,4766,10990,1174,10234,8942,8318,7859,3781,2207,5862,1023,11848,7246,868,294,1019,656,11625,752,1036,2090,9551,5315,1713,5265,2126,2693,3105,2614,9426,9291,877,3200,9297,8601,11766,7617,11073,9031,8271,2901,8023,8713,4157,6589,1356,8474,5108,7786,2666,2137,4697,289,6134,2306,415,2098,11374,8744,7235,2764,6576,140,1789,6057,8781,8265,11797,9900,5651,1126
9074,4268,9084,8465,9789,2651,5044,9986,3323,4687,5601,539,2006,5531,11300,8983,3258,1315,4147,2564,11225,5010,1860,871,5082,676,7815,2807,1605,10800,8934,6988,11960,3072,8390,3139,10941,11331,6858,8538,2982,7762,1827,2379,2665,8879,2030,3257,5279,2648,8061,11121,4057,8292,10452,77,8124,8043,4397,4031,4931,8384,11428,7703,3130,8820,6227,11144,8818,7341,6656,7087,2045,3714,8241,1989,3697,7309,11314,8416,9017,48,8683,11878,2358,1057,10067,8642,65,996,5380,2159,6958,10246,6644,2938,8801,9134,9594,5468
11794,1215,3084,374,11076,9981,8733,6574,2444,10481,4285,11960,1396,8708,701,3653,9031,11829,6193,1246,11850,837,9394,1954,4932,3264,5939,380,9104,9498,11292,4890,10093,7525,9064,2871,9193,10496,5387,10942,9168,399,6530,11808,1063,10240,7617,9430,10334,4649,9896,11832,5459,116,2217,4371,4465,592,3805,11832,82,261,2975,8111,9948,3236,3311,7471,11304,11296,4332,692,3121,9640,702,5227,6820,233,2391,1792,3097,11528,5944,9675,9498,4017,3994,4190,6355,1943,2406,8134,11717,1380,2024,4215,3849,1275,1293,213
